,Name,Result,Description,id
573,InsuredDocAddition,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"" || p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			Workflow.DTO.Models.Document doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Свідоцтво про народження"");
			if (doc == null)
			{
				doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"");
			}
			if (doc == null)
			{
				doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Паспорт"");
			}
			if (doc == null)
			{
				doc = face.Documents.FirstOrDefault(i => i.GetDocumentTypeName() == ""Закордонний паспорт"");
			}
			if (doc != null)
			{
				__Result = doc.Number;
			}
			if (!string.IsNullOrEmpty(doc.IssuedBy))
			{
				__Result = __Result + "" "" + doc.IssuedBy;
			}
			if (doc.IssuedDate != null)
			{
				__Result = __Result + "" "" + doc.IssuedDate.Value.ToShortDateString() + "" р."";
			}
		}
	}
}
",,573
574,InsuredINNAddition,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"" || p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = face.IdentificationCodeEDRPOU;
		}
	}
}
",,574
575,InsuredMobAddition,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"" || p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = face.MobilePhoneNumber;
		}
	}
}
",,575
576,733InsuredMail,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = face.Email;
		}
	}
}
",,576
577,733InsuredBirthdate,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = face.Birthdate.Value.ToShortDateString();
		}
	}
}
",,577
578,733InsuredActualAddress,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face insuredFace = (Workflow.DTO.Models.Face)insuranceObject.Object;
			if (insuredFace != null && insuredFace.Address != null)
			{
				__Result = insuredFace.Address;
			}
		}
	}
}
",,578
579,733InsuredName,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""113"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = string.Format(""{0} {1} {2}"", face.Lastname, face.Firstname, face.Secondname);
		}
	}
}
",,579
580,708InsuredMail,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = face.Email;
		}
	}
}
",,580
581,708InsuredBirthdate,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = face.Birthdate.Value.ToShortDateString();
		}
	}
}
",,581
582,708InsuredActualAddress,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face insuredFace = (Workflow.DTO.Models.Face)insuranceObject.Object;
			if (insuredFace != null && insuredFace.PostAddressObject != null)
			{
				if (insuredFace.PostAddressObject.GetParentRegionName() == insuredFace.PostAddressObject.GetRegionName())
				{
					__Result = insuredFace.PostAddressObject.PostCode + "" "" + insuredFace.PostAddressObject.GetParentRegionName() + "", "" + insuredFace.PostAddressObject.GetSettlementName() + "", "" + insuredFace.PostAddressObject.GetStreetTypeName() + "" "" + insuredFace.PostAddressObject.Street + "", б. "" + insuredFace.PostAddressObject.House + "", кв. "" + insuredFace.PostAddressObject.Flat;
				}
				else
				{
									__Result = insuredFace.PostAddressObject.PostCode + "" "" + insuredFace.PostAddressObject.GetParentRegionName() + "", "" + insuredFace.PostAddressObject.GetRegionName() + "", "" + insuredFace.PostAddressObject.GetSettlementName() + "", "" + insuredFace.PostAddressObject.GetStreetTypeName() + "" "" + insuredFace.PostAddressObject.Street + "", б. "" + insuredFace.PostAddressObject.House + "", кв. "" + insuredFace.PostAddressObject.Flat;
				}
			}
		}
	}
}
",,582
583,708InsuredName,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.Face face = (Workflow.DTO.Models.Face)insuranceObject.Object;
			__Result = string.Format(""{0} {1} {2}"", face.Lastname, face.Firstname, face.Secondname);
		}
	}
}
",,583
584,708PacetSafePlus,"__Result = ""Ні"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.EntityAttribute attribute = insuranceObject.EntityAttributes.FirstOrDefault(t => t.GetAttributeName() == ""Пакет"" && t.GetValueCaption().ToString() == ""БЕЗПЕЧНИЙ+"");
			if (attribute != null)
			{
				__Result = ""Так"";
			}
		}
	}
}
",,584
585,708PacetSafe,"__Result = ""Ні"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""102"");
if (program != null)
{
	int count = program.InsuranceObjects.Where(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"").Count();
	if (count >= 2)
	{
		__Result = ""Згідно Додатку №1"";
	}
	else
	{
			Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
		if (insuranceObject != null && insuranceObject.Object != null)
		{
			Workflow.DTO.Models.EntityAttribute attribute = insuranceObject.EntityAttributes.FirstOrDefault(t => t.GetAttributeName() == ""Пакет"" && t.GetValueCaption().ToString() == ""БЕЗПЕЧНИЙ"");
			if (attribute != null)
			{
				__Result = ""Так"";
			}
		}
	}
}
",,585
586,InsurerGenitiveName,"__Result = """";
Workflow.DTO.Models.Face face = __Product.Insurer.Face;
if (face != null)
{
	if (face.PersonTypeID == 2)
	{
		__Result = face.FullName;
	}
	else
	{
			__Result = face.GenitiveName;
	}
}
",,586
587,164Payment,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""164"");
if (prog != null)
{
	if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
	{
		__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N0"");
	}
}
",,587
588,164InsSum,"Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""164"");
__Result = ""---"";
if (prog != null)
{
	__Result = prog.CostValue.ToString(""N0"");
}
",,588
589,SMS733,"__Result = ""Разовий ідентифікатор для підписання договору \""У відпустку з Орантою\"": {smscode}, посилання для оплати "" + __Context.GetSetting(""PaymentURL"") + __InsuranceApplication.id.ToString() + ""-"" + __InsuranceApplication.gid.ToString().Substring(0, __InsuranceApplication.gid.ToString().IndexOf(""-""));
",,589
590,733Letter,"__Result = ""Вітаємо!<br/>Ви щойно придбали договір страхування. Дякуємо за Ваш вибір.<br/>Договір у вкладенні.<br/>Із найкращими побажаннями,<br/> НАСК \""ОРАНТА\"""";
",,590
591,Letter,"__Result = ""Вітаємо!<br/>Ви щойно придбали договір страхування. Дякуємо за Ваш вибір.<br/>Договір у вкладенні.<br/>Із найкращими побажаннями,<br/> НАСК \""ОРАНТА\"""";
",,591
592,733LetterSubject,"__Result = ""Договір страхування \""У відпустку з Орантою\"" номер "" + __Product.PolisNumber;
",,592
593,SMS716,"__Result = ""Разовий ідентифікатор для підписання договору \""Медичне страхування фізичних осіб\"": {smscode}, посилання для оплати "" + __Context.GetSetting(""PaymentURL"") + __InsuranceApplication.id.ToString() + ""-"" + __InsuranceApplication.gid.ToString().Substring(0, __InsuranceApplication.gid.ToString().IndexOf(""-""));
",,593
594,716LetterSubject,"__Result = ""Договір страхування \""Медичне страхування фізичних осіб\"" номер "" + __Product.PolisNumber;
",,594
595,716Letter,"__Result = ""Вітаємо, "" + __Product.Insurer.Face.Firstname + "" "" + __Product.Insurer.Face.Secondname + ""!<br/>Ваш електронний договір \""Медичне страхування фізичних осіб\"" у вкладенні. Він діє з "" + __Product.BeginingDate.ToShortDateString() + "" по "" + __Product.EndingDate.AddSeconds((double)(-1)).ToShortDateString() + ""<br/>Дякуємо, що обираєте НАСК \""ОРАНТА\"".<br/>Оберігаємо з 1921 року і до сьогодні. Щодня<br/>"";
",,595
596,141Letter,"__Result = ""Шановний "" + __Product.Insurer.Face.Name + ""!<br/>Дякуємо, що обрали НАСК \""ОРАНТА\"".<br/>Ви зробили вірний вибір на користь Вашої безпеки.<br/>Ваш Договір  -  у вкладенні до цього листа.<br/>Дбаємо про Вашу безпеку,<br/>НАСК \""ОРАНТА\"""";
",,596
597,141ABR_Letter,"__Result = ""Шановний "" + __Product.Insurer.Face.Name + ""!<br/>Дякуємо, що обрали НАСК \""ОРАНТА\"".<br/>Ви зробили вірний вибір на користь Вашої безпеки.<br/>Ваш Договір  -  у вкладенні до цього листа.<br/>Дбаємо про Вашу безпеку,<br/>НАСК \""ОРАНТА\"""";
",,597
598,141Subject,"__Result = ""Договір страхування ТУРИСТИЧНЕ СТРАХУВАННЯ номер "" + __Product.PolisNumber;
",,598
599,141ABR_Subject,"__Result = ""Договір страхування ТУРИСТИЧНЕ СТРАХУВАННЯ номер "" + __Product.PolisNumber;
",,599
600,141Sms,"__Result = ""Разовий ідентифікатор для підписання договору ТУРИСТИЧНОГО СТРАХУВАННЯ: {smscode}, посилання для оплати "" + __Context.GetSetting(""PaymentURL"") + __InsuranceApplication.id.ToString() + ""-"" + __InsuranceApplication.gid.ToString().Substring(0, __InsuranceApplication.gid.ToString().IndexOf(""-""));
",,600
601,141Sms_ABR,"__Result = ""Разовий ідентифікатор для підписання договору ТУРИСТИЧНОГО СТРАХУВАННЯ: {smscode}, посилання для оплати "" + __Context.GetSetting(""PaymentURL"") + __InsuranceApplication.id.ToString() + ""-"" + __InsuranceApplication.gid.ToString().Substring(0, __InsuranceApplication.gid.ToString().IndexOf(""-""));
",,601
602,345InsSum,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""345"");
if (prog != null)
{
	__Result = prog.CostValue.ToString(""N2"");
}
",,602
603,NewInsurerFullName,"__Result = """";
Workflow.DTO.Models.Face face = __Product.Insurer.Face;
if (face != null)
{
	if (face.PersonTypeID == 2)
	{
		__Result = face.FullName;
	}
	else
	{
			__Result = string.Format(""{0} {1} {2}"", face.Lastname, face.Firstname, face.Secondname);
	}
}
",,603
604,510InsSum,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""510"");
if (prog != null)
{
	__Result = prog.CostValue.ToString(""N2"");
}
",,604
605,510InsRate3,"__Result = ""XXXX"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""510"");
if (program != null && (__Product.BeginingDate.Date.AddYears(3) < __Product.EndingDate.Date || __Product.BeginingDate.Date.AddYears(3) == __Product.EndingDate.Date))
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Страховий тариф за період покриття"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,605
606,510InsRate2,"__Result = ""XXXX"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""510"");
if (program != null && (__Product.BeginingDate.Date.AddYears(2) < __Product.EndingDate.Date || __Product.BeginingDate.Date.AddYears(2) == __Product.EndingDate.Date) || __Product.BeginingDate.Date.AddYears(3) < __Product.EndingDate.Date || __Product.BeginingDate.Date.AddYears(3) == __Product.EndingDate.Date)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Страховий тариф за період покриття"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,606
607,510InsSum3,"__Result = ""XXXX"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""510"");
if (prog != null && (__Product.BeginingDate.Date.AddYears(3) < __Product.EndingDate.Date || __Product.BeginingDate.Date.AddYears(3) == __Product.EndingDate.Date))
{
	__Result = prog.CostValue.ToString(""N2"");
}
",,607
608,510InsSum2,"__Result = ""XXXX"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""510"");
if (prog != null && (__Product.BeginingDate.Date.AddYears(2) < __Product.EndingDate.Date || __Product.BeginingDate.Date.AddYears(2) == __Product.EndingDate.Date) || __Product.BeginingDate.Date.AddYears(3) < __Product.EndingDate.Date || __Product.BeginingDate.Date.AddYears(3) == __Product.EndingDate.Date)
{
	__Result = prog.CostValue.ToString(""N2"");
}
",,608
609,709ContractIsAttachment,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""342"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Договір страхування є додатковим до інших товарів, робіт або послуг, що не є страховими"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,609
610,709SizeOfExpenses,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""342"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Розмір витрат на укладання договору, %"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,610
611,505Franshise,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""505"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetObjectTypeName() == ""Фізичні особи"" && i.Object != null && i.Covers != null);
	if (insuranceObject != null)
	{
		Workflow.DTO.Models.Cover cover = insuranceObject.Covers.FirstOrDefault(c => c.GetRiskName() == ""Шкода, заподіяна майну потерпілих"" && c.Franchises != null);
		if (cover != null)
		{
			Workflow.DTO.Models.Franchise franchise = cover.Franchises.FirstOrDefault(f => f.GetFranchiseTypeName() == ""Франшиза за шкоду майну третіх осіб  "");
			if (franchise != null)
			{
				__Result = franchise.GetFranchiseValueCaption().ToString();
			}
		}
	}
}
",,611
612,346TotalRate,"__Result = """";
if (__Product.Programs != null)
{
	decimal payment = __Product.PaymentPeriods.Sum(p => p.PlanedPayments != null ? p.PlanedPayments.Sum(pp => pp.Value) : (decimal)0);
	decimal insuranceSum = __Product.Programs.Sum(p => p.InsuranceObjects != null ? p.InsuranceObjects.Sum(io => io.InsuranceSum != null ? io.InsuranceSum.Value : (decimal)0) : (decimal)0);
	decimal halfInsuranceSum = __Product.InsuranceSumUkr / 2;
	decimal rate = (decimal)100 * payment / halfInsuranceSum;
	__Result = rate.ToString(""N4"");
}
",,612
613,346InsSum,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"");
if (prog != null)
{
	__Result = prog.CostValue.ToString(""N2"");
}
",,613
614,TotalRate,"__Result = """";
if (__Product.Programs != null)
{
	decimal payment = __Product.PaymentPeriods.Sum(p => p.PlanedPayments != null ? p.PlanedPayments.Sum(pp => pp.Value) : (decimal)0);
	decimal insuranceSum = __Product.Programs.Sum(p => p.InsuranceObjects != null ? p.InsuranceObjects.Sum(io => io.InsuranceSum != null ? io.InsuranceSum.Value : (decimal)0) : (decimal)0);
	decimal rate = (decimal)100 * payment / __Product.InsuranceSumUkr;
	__Result = rate.ToString(""N4"");
}
",,614
615,CostEstate346,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"" || p.GetInsuranceTypeCode() == ""345"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.Estate estate = (Workflow.DTO.Models.Estate)insuranceObject.Object;
		if (estate.Cost != null)
		{
			__Result = estate.Cost.Value.ToString();
		}
	}
}
",,615
616,IsTraumaticWeapon,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"" || p.GetInsuranceTypeCode() == ""345"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.EntityAttribute attribute = insuranceObject.Object.EntityAttributes.FirstOrDefault(t => t.GetAttributeName() == ""Тип зброї"");
		if (attribute != null)
		{
			if (attribute.GetValueCaption().ToString() == ""Травматична зброя"")
			{
				__Result = ""Так"";
			}
			else
			{
							__Result = ""Ні"";
			}
		}
	}
}
",,616
617,IsFirearmsRifled,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"" || p.GetInsuranceTypeCode() == ""345"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.EntityAttribute attribute = insuranceObject.Object.EntityAttributes.FirstOrDefault(t => t.GetAttributeName() == ""Тип зброї"");
		if (attribute != null)
		{
			if (attribute.GetValueCaption().ToString() == ""Вогнепальна зброя нарізна"")
			{
				__Result = ""Так"";
			}
			else
			{
							__Result = ""Ні"";
			}
		}
	}
}
",,617
618,IsSmoothFirearms,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"" || p.GetInsuranceTypeCode() == ""345"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
	if (insuranceObject != null && insuranceObject.Object != null)
	{
		Workflow.DTO.Models.EntityAttribute attribute = insuranceObject.Object.EntityAttributes.FirstOrDefault(t => t.GetAttributeName() == ""Тип зброї"");
		if (attribute != null)
		{
			if (attribute.GetValueCaption().ToString() == ""Вогнепальна зброя гладкоствольна"")
			{
				__Result = ""Так"";
			}
			else
			{
							__Result = ""Ні"";
			}
		}
	}
}
",,618
619,NewInsuredActualAddress,"__Result = """";
Workflow.DTO.Models.InsuranceObject insuranceObject = __Product.Programs[0].InsuranceObjects.FirstOrDefault(io => io.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && io.GetObjectTypeName() == ""Фізичні особи"");
if (insuranceObject != null)
{
	Workflow.DTO.Models.Face insuredFace = (Workflow.DTO.Models.Face)insuranceObject.Object;
	if (insuredFace != null && insuredFace.PostActualAddressObject != null)
	{
		__Result = insuredFace.PostActualAddressObject.GetFullAddress();
	}
}
",,619
620,NewInsurerActualAddress,"__Result = ""---"";
if (__Product.Insurer.Face != null && __Product.Insurer.Face.PostActualAddressObject != null)
{
	__Result = __Product.Insurer.Face.PostActualAddressObject.GetFullAddress();
}
",,620
621,721RatePeriod,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""510"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Страховий тариф за період покриття"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,621
622,345Rate,"__Result = ""----"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""345"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetObjectTypeName() == ""Зброя"");
	if (insuranceObject != null && insuranceObject.InsuranceRate != null)
	{
		decimal payment = insuranceObject.InsuranceRate.Value;
		__Result = payment.ToString(""N2"");
	}
}
",,622
623,722SizeOfExpenses,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"" || p.GetInsuranceTypeCode() == ""345"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Розмір витрат на укладання договору"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,623
624,722WeaponCost,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""346"");
if (prog != null)
{
	Workflow.DTO.Models.InsuranceObject insObj = prog.InsuranceObjects.FirstOrDefault(io => io.GetInsuranceObjectTypeName() == ""Об’єкт страхування"");
	if (insObj != null && insObj.Object != null)
	{
		Workflow.DTO.Models.EntityAttribute attr = insObj.Object.EntityAttributes.FirstOrDefault(ea => ea.GetAttributeCaption() == ""Вартість майна"");
		if (attr != null)
		{
			__Result = attr.Value.ToString();
		}
	}
}
",,624
